serial,day,month,year,season,fish_id,species,tl_mm,wt_g,lat,long
117,18,6,2013,Spring,66,Yellow Perch,227,152,41.7804,-82.8498
117,18,6,2013,Spring,67,Yellow Perch,215,110,41.7804,-82.8498
117,18,6,2013,Spring,68,Channel Catfish,300,263,41.7804,-82.8498
117,18,6,2013,Spring,69,Channel Catfish,355,533,41.7804,-82.8498
117,18,6,2013,Spring,70,Channel Catfish,421,833,41.7804,-82.8498
117,18,6,2013,Spring,71,White Sucker,505,1243,41.7804,-82.8498
117,18,6,2013,Spring,72,White Sucker,450,961,41.7804,-82.8498
117,18,6,2013,Spring,73,Walleye,287,215,41.7804,-82.8498
117,18,6,2013,Spring,74,Walleye,245,123,41.7804,-82.8498
117,18,6,2013,Spring,75,Walleye,262,149,41.7804,-82.8498
117,18,6,2013,Spring,76,Walleye,236,101,41.7804,-82.8498
117,18,6,2013,Spring,77,Walleye,259,154,41.7804,-82.8498
117,18,6,2013,Spring,78,Walleye,240,127,41.7804,-82.8498
117,18,6,2013,Spring,79,Walleye,263,148,41.7804,-82.8498
117,18,6,2013,Spring,80,Walleye,227,88,41.7804,-82.8498
117,18,6,2013,Spring,81,Walleye,244,110,41.7804,-82.8498
117,18,6,2013,Spring,82,Walleye,260,145,41.7804,-82.8498
121,20,6,2013,Spring,1394,Freshwater Drum,558,1998,41.6803,-82.7505
125,17,6,2013,Spring,2842,Freshwater Drum,114,13,41.5795,-82.6426
129,17,6,2013,Spring,2588,Freshwater Drum,116,17,41.4794,-82.5508
129,17,6,2013,Spring,2567,Freshwater Drum,117,16,41.4794,-82.5508
129,17,6,2013,Spring,2566,Freshwater Drum,126,18,41.4794,-82.5508
141,20,6,2013,Spring,1813,Freshwater Drum,127,17,41.4809,-82.2509
141,20,6,2013,Spring,1808,Freshwater Drum,135,18,41.4809,-82.2509
125,17,6,2013,Spring,2798,Freshwater Drum,142,26,41.5795,-82.6426
125,17,6,2013,Spring,2843,Freshwater Drum,147,31,41.5795,-82.6426
125,17,6,2013,Spring,2846,Freshwater Drum,163,43,41.5795,-82.6426
138,20,6,2013,Spring,1933,Freshwater Drum,167,42,41.4809,-82.351
125,17,6,2013,Spring,2795,Freshwater Drum,169,46,41.5795,-82.6426
119,19,6,2013,Spring,1216,Freshwater Drum,172,46,41.9804,-82.8496
117,18,6,2013,Spring,96,Quillback,512,2191,41.7804,-82.8498
117,18,6,2013,Spring,97,Emerald Shiner,98,9,41.7804,-82.8498
117,18,6,2013,Spring,98,Emerald Shiner,64,4,41.7804,-82.8498
117,18,6,2013,Spring,99,Emerald Shiner,62,4,41.7804,-82.8498
117,18,6,2013,Spring,100,Emerald Shiner,65,4,41.7804,-82.8498
117,18,6,2013,Spring,101,Emerald Shiner,66,4,41.7804,-82.8498
117,18,6,2013,Spring,102,Emerald Shiner,62,4,41.7804,-82.8498
117,18,6,2013,Spring,103,Emerald Shiner,70,5,41.7804,-82.8498
117,18,6,2013,Spring,104,Emerald Shiner,61,4,41.7804,-82.8498
117,18,6,2013,Spring,105,Emerald Shiner,63,4,41.7804,-82.8498
117,18,6,2013,Spring,106,Emerald Shiner,70,5,41.7804,-82.8498
117,18,6,2013,Spring,107,Yellow Perch,246,166,41.7804,-82.8498
117,18,6,2013,Spring,108,Yellow Perch,201,96,41.7804,-82.8498
117,18,6,2013,Spring,109,Yellow Perch,214,132,41.7804,-82.8498
117,18,6,2013,Spring,110,Yellow Perch,202,88,41.7804,-82.8498
117,18,6,2013,Spring,111,Yellow Perch,185,76,41.7804,-82.8498
117,18,6,2013,Spring,112,White Perch,225,168,41.7804,-82.8498
117,18,6,2013,Spring,113,White Perch,230,178,41.7804,-82.8498
117,18,6,2013,Spring,114,White Perch,220,139,41.7804,-82.8498
117,18,6,2013,Spring,115,White Perch,183,77,41.7804,-82.8498
117,18,6,2013,Spring,116,White Perch,215,156,41.7804,-82.8498
118,18,6,2013,Spring,117,White Bass,304,362,41.8682,-82.8488
118,18,6,2013,Spring,118,White Bass,315,364,41.8682,-82.8488
118,18,6,2013,Spring,119,White Bass,307,350,41.8682,-82.8488
118,18,6,2013,Spring,120,White Bass,295,301,41.8682,-82.8488
118,18,6,2013,Spring,121,White Bass,288,314,41.8682,-82.8488
118,18,6,2013,Spring,122,White Bass,349,443,41.8682,-82.8488
118,18,6,2013,Spring,123,White Bass,300,314,41.8682,-82.8488
118,18,6,2013,Spring,124,White Bass,255,214,41.8682,-82.8488
118,18,6,2013,Spring,125,White Bass,147,40,41.8682,-82.8488
118,18,6,2013,Spring,126,White Bass,193,93,41.8682,-82.8488
118,18,6,2013,Spring,127,White Bass,160,50,41.8682,-82.8488
118,18,6,2013,Spring,128,White Bass,198,100,41.8682,-82.8488
118,18,6,2013,Spring,129,White Bass,187,80,41.8682,-82.8488
118,18,6,2013,Spring,130,White Bass,144,30,41.8682,-82.8488
118,18,6,2013,Spring,131,White Bass,186,75,41.8682,-82.8488
118,18,6,2013,Spring,132,White Bass,193,79,41.8682,-82.8488
118,18,6,2013,Spring,133,White Bass,190,91,41.8682,-82.8488
118,18,6,2013,Spring,134,White Bass,138,27,41.8682,-82.8488
118,18,6,2013,Spring,135,White Perch,183,77,41.8682,-82.8488
118,18,6,2013,Spring,136,White Perch,155,48,41.8682,-82.8488
118,18,6,2013,Spring,137,White Perch,166,61,41.8682,-82.8488
118,18,6,2013,Spring,138,White Perch,182,87,41.8682,-82.8488
118,18,6,2013,Spring,139,White Perch,173,62,41.8682,-82.8488
118,18,6,2013,Spring,140,White Perch,159,52,41.8682,-82.8488
118,18,6,2013,Spring,141,White Perch,165,66,41.8682,-82.8488
118,18,6,2013,Spring,142,White Perch,165,62,41.8682,-82.8488
118,18,6,2013,Spring,143,White Perch,172,78,41.8682,-82.8488
118,18,6,2013,Spring,144,White Perch,172,65,41.8682,-82.8488
118,18,6,2013,Spring,145,White Perch,269,330,41.8682,-82.8488
118,18,6,2013,Spring,146,White Perch,192,86,41.8682,-82.8488
118,18,6,2013,Spring,147,White Perch,252,271,41.8682,-82.8488
118,18,6,2013,Spring,148,White Perch,208,126,41.8682,-82.8488
118,18,6,2013,Spring,149,White Perch,230,187,41.8682,-82.8488
118,18,6,2013,Spring,150,White Perch,201,106,41.8682,-82.8488
118,18,6,2013,Spring,151,White Perch,229,188,41.8682,-82.8488
118,18,6,2013,Spring,152,White Perch,214,135,41.8682,-82.8488
118,18,6,2013,Spring,153,White Perch,211,116,41.8682,-82.8488
118,18,6,2013,Spring,154,White Perch,218,147,41.8682,-82.8488
118,18,6,2013,Spring,155,White Sucker,420,746,41.8682,-82.8488
118,18,6,2013,Spring,156,White Sucker,489,1272,41.8682,-82.8488
118,18,6,2013,Spring,157,White Sucker,520,1306,41.8682,-82.8488
118,18,6,2013,Spring,158,Quillback,482,1559,41.8682,-82.8488
118,18,6,2013,Spring,159,White Sucker,202,79,41.8682,-82.8488
118,18,6,2013,Spring,160,Walleye,270,160,41.8682,-82.8488
118,18,6,2013,Spring,161,Walleye,474,948,41.8682,-82.8488
118,18,6,2013,Spring,162,Walleye,488,1020,41.8682,-82.8488
118,18,6,2013,Spring,163,Walleye,388,521,41.8682,-82.8488
118,18,6,2013,Spring,164,Walleye,377,496,41.8682,-82.8488
118,18,6,2013,Spring,165,Walleye,233,102,41.8682,-82.8488
125,17,6,2013,Spring,2845,Freshwater Drum,172,47,41.5795,-82.6426
101,18,6,2013,Spring,814,Freshwater Drum,181,48,41.7806,-83.3478
108,17,6,2013,Spring,3430,Freshwater Drum,185,65,41.6795,-83.0497
141,20,6,2013,Spring,1814,Freshwater Drum,186,57,41.4809,-82.2509
129,17,6,2013,Spring,2565,Freshwater Drum,189,55,41.4794,-82.5508
113,17,6,2013,Spring,3310,Freshwater Drum,192,73,41.6798,-82.9507
141,20,6,2013,Spring,1809,Freshwater Drum,194,61,41.4809,-82.2509
117,18,6,2013,Spring,95,Freshwater Drum,199,70,41.7804,-82.8498
113,17,6,2013,Spring,3306,Freshwater Drum,201,74,41.6798,-82.9507
128,19,6,2013,Spring,2447,Freshwater Drum,204,93,41.9634,-82.65
130,17,6,2013,Spring,2676,Freshwater Drum,205,87,41.5774,-82.5516
112,17,6,2013,Spring,3037,Freshwater Drum,206,82,41.5799,-82.9432
141,20,6,2013,Spring,1811,Freshwater Drum,206,85,41.4809,-82.2509
124,19,6,2013,Spring,1286,Freshwater Drum,207,82,41.9801,-82.7502
113,17,6,2013,Spring,3307,Freshwater Drum,207,85,41.6798,-82.9507
121,20,6,2013,Spring,1411,Freshwater Drum,207,92,41.6803,-82.7505
138,20,6,2013,Spring,1938,Freshwater Drum,208,76,41.4809,-82.351
121,20,6,2013,Spring,1410,Freshwater Drum,208,90,41.6803,-82.7505
111,18,6,2013,Spring,362,Freshwater Drum,208,91,41.9808,-83.0501
118,18,6,2013,Spring,185,Yellow Perch,244,142,41.8682,-82.8488
118,18,6,2013,Spring,186,Yellow Perch,246,193,41.8682,-82.8488
118,18,6,2013,Spring,187,Yellow Perch,220,126,41.8682,-82.8488
118,18,6,2013,Spring,188,Yellow Perch,205,99,41.8682,-82.8488
118,18,6,2013,Spring,189,Yellow Perch,190,79,41.8682,-82.8488
118,18,6,2013,Spring,190,Yellow Perch,166,55,41.8682,-82.8488
118,18,6,2013,Spring,191,Yellow Perch,170,50,41.8682,-82.8488
118,18,6,2013,Spring,192,Yellow Perch,199,93,41.8682,-82.8488
118,18,6,2013,Spring,193,Yellow Perch,198,86,41.8682,-82.8488
118,18,6,2013,Spring,194,Yellow Perch,197,80,41.8682,-82.8488
118,18,6,2013,Spring,195,Yellow Perch,182,64,41.8682,-82.8488
118,18,6,2013,Spring,196,Yellow Perch,182,64,41.8682,-82.8488
118,18,6,2013,Spring,197,Yellow Perch,185,67,41.8682,-82.8488
118,18,6,2013,Spring,198,Yellow Perch,98,8,41.8682,-82.8488
118,18,6,2013,Spring,199,Yellow Perch,96,10,41.8682,-82.8488
118,18,6,2013,Spring,200,Emerald Shiner,109,9,41.8682,-82.8488
118,18,6,2013,Spring,201,Emerald Shiner,100,7,41.8682,-82.8488
118,18,6,2013,Spring,202,Emerald Shiner,99,8,41.8682,-82.8488
118,18,6,2013,Spring,203,Emerald Shiner,103,9,41.8682,-82.8488
118,18,6,2013,Spring,204,Emerald Shiner,102,9,41.8682,-82.8488
118,18,6,2013,Spring,205,Emerald Shiner,84,6,41.8682,-82.8488
118,18,6,2013,Spring,206,Emerald Shiner,70,4,41.8682,-82.8488
118,18,6,2013,Spring,207,Emerald Shiner,65,4,41.8682,-82.8488
118,18,6,2013,Spring,208,Emerald Shiner,66,4,41.8682,-82.8488
118,18,6,2013,Spring,209,Emerald Shiner,65,4,41.8682,-82.8488
118,18,6,2013,Spring,210,Emerald Shiner,72,4,41.8682,-82.8488
118,18,6,2013,Spring,211,Emerald Shiner,62,3,41.8682,-82.8488
118,18,6,2013,Spring,212,Emerald Shiner,62,3,41.8682,-82.8488
118,18,6,2013,Spring,213,Emerald Shiner,62,3,41.8682,-82.8488
118,18,6,2013,Spring,214,Emerald Shiner,76,4,41.8682,-82.8488
118,18,6,2013,Spring,215,Yellow Perch,283,264,41.8682,-82.8488
118,18,6,2013,Spring,216,Yellow Perch,262,223,41.8682,-82.8488
118,18,6,2013,Spring,217,Yellow Perch,204,86,41.8682,-82.8488
118,18,6,2013,Spring,218,Yellow Perch,181,67,41.8682,-82.8488
118,18,6,2013,Spring,219,Yellow Perch,233,163,41.8682,-82.8488
118,18,6,2013,Spring,220,White Perch,214,131,41.8682,-82.8488
118,18,6,2013,Spring,221,White Perch,199,122,41.8682,-82.8488
118,18,6,2013,Spring,222,White Perch,221,159,41.8682,-82.8488
118,18,6,2013,Spring,223,White Perch,205,122,41.8682,-82.8488
118,18,6,2013,Spring,224,White Perch,193,87,41.8682,-82.8488
119,19,6,2013,Spring,1214,Freshwater Drum,208,98,41.9804,-82.8496
120,17,6,2013,Spring,2913,Freshwater Drum,209,82,41.5801,-82.748
124,19,6,2013,Spring,1287,Freshwater Drum,209,93,41.9801,-82.7502
115,18,6,2013,Spring,228,Walleye,715,3190,41.8674,-82.9513
115,18,6,2013,Spring,229,Trout Perch,111,12,41.8674,-82.9513
115,18,6,2013,Spring,230,Trout Perch,92,7,41.8674,-82.9513
115,18,6,2013,Spring,231,Round Goby,81,7,41.8674,-82.9513
115,18,6,2013,Spring,232,Round Goby,83,8,41.8674,-82.9513
115,18,6,2013,Spring,233,Silver Chub,76,5,41.8674,-82.9513
115,18,6,2013,Spring,234,Yellow Perch,185,72,41.8674,-82.9513
115,18,6,2013,Spring,235,Yellow Perch,191,72,41.8674,-82.9513
115,18,6,2013,Spring,236,Yellow Perch,185,74,41.8674,-82.9513
115,18,6,2013,Spring,237,Yellow Perch,209,99,41.8674,-82.9513
115,18,6,2013,Spring,238,Yellow Perch,206,92,41.8674,-82.9513
115,18,6,2013,Spring,239,Yellow Perch,192,78,41.8674,-82.9513
115,18,6,2013,Spring,240,Yellow Perch,212,103,41.8674,-82.9513
110,18,6,2013,Spring,241,Yellow Perch,220,126,41.8672,-83.051
110,18,6,2013,Spring,242,Yellow Perch,192,84,41.8672,-83.051
110,18,6,2013,Spring,243,Yellow Perch,226,130,41.8672,-83.051
110,18,6,2013,Spring,244,Yellow Perch,185,73,41.8672,-83.051
110,18,6,2013,Spring,245,Yellow Perch,160,46,41.8672,-83.051
110,18,6,2013,Spring,246,Yellow Perch,180,69,41.8672,-83.051
110,18,6,2013,Spring,247,Yellow Perch,225,122,41.8672,-83.051
110,18,6,2013,Spring,248,Yellow Perch,202,97,41.8672,-83.051
110,18,6,2013,Spring,249,Yellow Perch,170,59,41.8672,-83.051
110,18,6,2013,Spring,250,Yellow Perch,199,85,41.8672,-83.051
110,18,6,2013,Spring,251,Yellow Perch,175,51,41.8672,-83.051
110,18,6,2013,Spring,252,Yellow Perch,165,45,41.8672,-83.051
110,18,6,2013,Spring,253,Yellow Perch,156,38,41.8672,-83.051
110,18,6,2013,Spring,254,Yellow Perch,155,34,41.8672,-83.051
110,18,6,2013,Spring,255,Yellow Perch,160,39,41.8672,-83.051
110,18,6,2013,Spring,256,Yellow Perch,149,36,41.8672,-83.051
110,18,6,2013,Spring,257,Yellow Perch,112,14,41.8672,-83.051
110,18,6,2013,Spring,258,Yellow Perch,230,141,41.8672,-83.051
110,18,6,2013,Spring,259,Yellow Perch,171,49,41.8672,-83.051
110,18,6,2013,Spring,260,Yellow Perch,264,217,41.8672,-83.051
110,18,6,2013,Spring,261,Yellow Perch,241,158,41.8672,-83.051
110,18,6,2013,Spring,262,Yellow Perch,265,196,41.8672,-83.051
110,18,6,2013,Spring,263,Yellow Perch,239,142,41.8672,-83.051
110,18,6,2013,Spring,264,Yellow Perch,230,151,41.8672,-83.051
110,18,6,2013,Spring,265,Yellow Perch,233,136,41.8672,-83.051
110,18,6,2013,Spring,266,Walleye,544,1455,41.8672,-83.051
110,18,6,2013,Spring,267,Walleye,436,715,41.8672,-83.051
110,18,6,2013,Spring,268,Walleye,381,513,41.8672,-83.051
110,18,6,2013,Spring,269,Walleye,258,150,41.8672,-83.051
110,18,6,2013,Spring,270,Walleye,245,113,41.8672,-83.051
110,18,6,2013,Spring,271,Walleye,416,686,41.8672,-83.051
110,18,6,2013,Spring,272,Quillback,510,2228,41.8672,-83.051
110,18,6,2013,Spring,273,Quillback,520,2324,41.8672,-83.051
110,18,6,2013,Spring,274,Quillback,497,2154,41.8672,-83.051
110,18,6,2013,Spring,275,White Sucker,186,65,41.8672,-83.051
110,18,6,2013,Spring,276,White Sucker,281,246,41.8672,-83.051
110,18,6,2013,Spring,277,White Sucker,450,842,41.8672,-83.051
110,18,6,2013,Spring,278,White Sucker,299,313,41.8672,-83.051
110,18,6,2013,Spring,279,White Sucker,225,111,41.8672,-83.051
110,18,6,2013,Spring,280,White Sucker,196,76,41.8672,-83.051
141,20,6,2013,Spring,1815,Freshwater Drum,210,84,41.4809,-82.2509
109,17,6,2013,Spring,3691,Freshwater Drum,211,89,41.7811,-83.0479
125,17,6,2013,Spring,2796,Freshwater Drum,211,92,41.5795,-82.6426
125,17,6,2013,Spring,2794,Freshwater Drum,213,95,41.5795,-82.6426
138,20,6,2013,Spring,1937,Freshwater Drum,214,95,41.4809,-82.351
130,17,6,2013,Spring,2677,Freshwater Drum,215,96,41.5774,-82.5516
110,18,6,2013,Spring,287,White Bass,165,47,41.8672,-83.051
110,18,6,2013,Spring,288,White Bass,196,98,41.8672,-83.051
110,18,6,2013,Spring,289,White Bass,108,33,41.8672,-83.051
110,18,6,2013,Spring,290,White Bass,174,53,41.8672,-83.051
110,18,6,2013,Spring,291,White Bass,170,54,41.8672,-83.051
110,18,6,2013,Spring,292,White Bass,202,89,41.8672,-83.051
110,18,6,2013,Spring,293,White Bass,171,53,41.8672,-83.051
110,18,6,2013,Spring,294,White Bass,178,61,41.8672,-83.051
110,18,6,2013,Spring,295,White Bass,190,83,41.8672,-83.051
110,18,6,2013,Spring,296,White Bass,173,61,41.8672,-83.051
110,18,6,2013,Spring,297,White Bass,255,201,41.8672,-83.051
110,18,6,2013,Spring,298,White Bass,315,389,41.8672,-83.051
110,18,6,2013,Spring,299,White Bass,299,323,41.8672,-83.051
110,18,6,2013,Spring,300,White Bass,311,370,41.8672,-83.051
110,18,6,2013,Spring,301,White Bass,319,468,41.8672,-83.051
110,18,6,2013,Spring,302,White Bass,296,333,41.8672,-83.051
110,18,6,2013,Spring,303,White Bass,304,353,41.8672,-83.051
110,18,6,2013,Spring,304,White Bass,245,161,41.8672,-83.051
110,18,6,2013,Spring,305,White Perch,149,42,41.8672,-83.051
110,18,6,2013,Spring,306,White Perch,168,66,41.8672,-83.051
110,18,6,2013,Spring,307,White Perch,159,50,41.8672,-83.051
110,18,6,2013,Spring,308,White Perch,169,58,41.8672,-83.051
110,18,6,2013,Spring,309,White Perch,165,55,41.8672,-83.051
110,18,6,2013,Spring,310,White Perch,165,56,41.8672,-83.051
110,18,6,2013,Spring,311,White Perch,157,44,41.8672,-83.051
110,18,6,2013,Spring,312,White Perch,178,78,41.8672,-83.051
110,18,6,2013,Spring,313,White Perch,160,47,41.8672,-83.051
110,18,6,2013,Spring,314,White Perch,165,69,41.8672,-83.051
110,18,6,2013,Spring,315,White Perch,231,177,41.8672,-83.051
110,18,6,2013,Spring,316,White Perch,209,136,41.8672,-83.051
110,18,6,2013,Spring,317,White Perch,204,126,41.8672,-83.051
110,18,6,2013,Spring,318,White Perch,211,137,41.8672,-83.051
110,18,6,2013,Spring,319,White Perch,224,151,41.8672,-83.051
110,18,6,2013,Spring,320,White Perch,204,116,41.8672,-83.051
110,18,6,2013,Spring,321,White Perch,213,132,41.8672,-83.051
110,18,6,2013,Spring,322,White Perch,236,187,41.8672,-83.051
110,18,6,2013,Spring,323,White Perch,206,129,41.8672,-83.051
110,18,6,2013,Spring,324,White Perch,219,138,41.8672,-83.051
110,18,6,2013,Spring,325,White Perch,215,139,41.8672,-83.051
110,18,6,2013,Spring,326,White Perch,174,75,41.8672,-83.051
110,18,6,2013,Spring,327,White Perch,272,339,41.8672,-83.051
110,18,6,2013,Spring,328,White Perch,275,346,41.8672,-83.051
110,18,6,2013,Spring,329,White Perch,252,237,41.8672,-83.051
110,18,6,2013,Spring,330,White Perch,270,256,41.8672,-83.051
110,18,6,2013,Spring,331,White Perch,266,283,41.8672,-83.051
110,18,6,2013,Spring,332,White Perch,234,176,41.8672,-83.051
110,18,6,2013,Spring,333,Emerald Shiner,90,6,41.8672,-83.051
110,18,6,2013,Spring,334,Emerald Shiner,67,3,41.8672,-83.051
110,18,6,2013,Spring,335,Emerald Shiner,68,3,41.8672,-83.051
110,18,6,2013,Spring,336,Emerald Shiner,71,4,41.8672,-83.051
110,18,6,2013,Spring,337,Emerald Shiner,65,3,41.8672,-83.051
110,18,6,2013,Spring,338,Emerald Shiner,77,4,41.8672,-83.051
110,18,6,2013,Spring,339,Emerald Shiner,65,3,41.8672,-83.051
110,18,6,2013,Spring,340,Emerald Shiner,69,4,41.8672,-83.051
110,18,6,2013,Spring,341,Emerald Shiner,75,NA,41.8672,-83.051
110,18,6,2013,Spring,342,Emerald Shiner,66,3,41.8672,-83.051
110,18,6,2013,Spring,343,Yellow Perch,230,130,41.8672,-83.051
110,18,6,2013,Spring,344,Yellow Perch,300,305,41.8672,-83.051
110,18,6,2013,Spring,345,Yellow Perch,276,284,41.8672,-83.051
110,18,6,2013,Spring,346,Yellow Perch,226,126,41.8672,-83.051
110,18,6,2013,Spring,347,Yellow Perch,212,89,41.8672,-83.051
110,18,6,2013,Spring,348,White Perch,232,173,41.8672,-83.051
110,18,6,2013,Spring,349,White Perch,218,142,41.8672,-83.051
110,18,6,2013,Spring,350,White Perch,222,168,41.8672,-83.051
110,18,6,2013,Spring,351,White Perch,255,245,41.8672,-83.051
110,18,6,2013,Spring,352,White Perch,165,59,41.8672,-83.051
125,17,6,2013,Spring,2799,Freshwater Drum,215,98,41.5795,-82.6426
113,17,6,2013,Spring,3308,Freshwater Drum,216,100,41.6798,-82.9507
138,20,6,2013,Spring,1935,Freshwater Drum,220,102,41.4809,-82.351
120,17,6,2013,Spring,2911,Freshwater Drum,221,110,41.5801,-82.748
119,19,6,2013,Spring,1213,Freshwater Drum,222,122,41.9804,-82.8496
119,19,6,2013,Spring,1210,Freshwater Drum,223,123,41.9804,-82.8496
116,17,6,2013,Spring,3152,Freshwater Drum,225,98,41.6729,-82.8519
130,17,6,2013,Spring,2682,Freshwater Drum,225,105,41.5774,-82.5516
120,17,6,2013,Spring,2909,Freshwater Drum,225,111,41.5801,-82.748
111,18,6,2013,Spring,361,Freshwater Drum,226,116,41.9808,-83.0501
126,19,6,2013,Spring,2250,Freshwater Drum,227,126,41.6795,-82.6492
128,19,6,2013,Spring,2443,Freshwater Drum,230,150,NA,NA
127,19,6,2013,Spring,3851,Freshwater Drum,231,136,41.8811,-82.6497
125,17,6,2013,Spring,2797,Freshwater Drum,232,125,41.5795,-82.6426
124,19,6,2013,Spring,1280,Freshwater Drum,232,144,41.9801,-82.7502
119,19,6,2013,Spring,1212,Freshwater Drum,233,143,41.9804,-82.8496
125,17,6,2013,Spring,2844,Freshwater Drum,234,117,41.5795,-82.6426
101,18,6,2013,Spring,816,Freshwater Drum,236,96,41.7806,-83.3478
104,17,6,2013,Spring,3508,Freshwater Drum,236,131,41.6794,-83.15
102,18,6,2013,Spring,925,Freshwater Drum,239,124,41.7801,-83.2495
109,17,6,2013,Spring,3693,Freshwater Drum,240,122,41.7811,-83.0479
111,18,6,2013,Spring,374,Rock Bass,122,28,41.9808,-83.0501
111,18,6,2013,Spring,375,Gizzard Shad,353,338,41.9808,-83.0501
111,18,6,2013,Spring,376,Alewife,186,75,41.9808,-83.0501
111,18,6,2013,Spring,377,Alewife,144,27,41.9808,-83.0501
111,18,6,2013,Spring,378,Spottail Shiner,124,15,41.9808,-83.0501
111,18,6,2013,Spring,379,Walleye,335,355,41.9808,-83.0501
